ARG_Name,MGE_Name,MGE_Group_Name,Patient_ID,Label
KMRA,gene:plasmid:149414,plasmid,20,PreFMT & PostFMT Only
MNTH,gene:plasmid:134726,plasmid,20,PreFMT & PostFMT Only
ZNTR,gene:plasmid:151260,plasmid,20,PreFMT & PostFMT Only
CORA,gene:plasmid:24561,plasmid,21,PreFMT & PostFMT Only
CORA,gene:proph:159396,prophage,21,PreFMT & PostFMT Only
FECD,gene:plasmid:156052,plasmid,21,PreFMT & PostFMT Only
MPHA,gene:plasmid:14231,plasmid,21,PreFMT & PostFMT Only
MVRC,gene:proph:163861,prophage,22,PreFMT & PostFMT Only
CORA,gene:plasmid:123244,plasmid,32,PreFMT & PostFMT Only
CORA,gene:plasmid:123245,plasmid,32,PreFMT & PostFMT Only
CORA,gene:plasmid:123246,plasmid,32,PreFMT & PostFMT Only
CORA,gene:plasmid:123247,plasmid,32,PreFMT & PostFMT Only
CORA,gene:plasmid:123248,plasmid,32,PreFMT & PostFMT Only
CORA,gene:plasmid:123249,plasmid,32,PreFMT & PostFMT Only
CORA,gene:plasmid:123250,plasmid,32,PreFMT & PostFMT Only
CORA,gene:plasmid:123251,plasmid,32,PreFMT & PostFMT Only
CORA,gene:plasmid:123252,plasmid,32,PreFMT & PostFMT Only
CORA,gene:plasmid:123253,plasmid,32,PreFMT & PostFMT Only
CORA,gene:plasmid:123254,plasmid,32,PreFMT & PostFMT Only
CORA,gene:plasmid:24561,plasmid,32,PreFMT & PostFMT Only
CORA,gene:proph:159396,prophage,32,PreFMT & PostFMT Only
CORB,gene:plasmid:93482,plasmid,32,PreFMT & PostFMT Only
CORB,gene:proph:163976,likely IS/TE,32,PreFMT & PostFMT Only
DSBA,gene:plasmid:84585,plasmid,32,PreFMT & PostFMT Only
EVGA,gene:plasmid:134726,plasmid,32,PreFMT & PostFMT Only
GADC,gene:plasmid:142103,likely IS/TE,32,PreFMT & PostFMT Only
GADX,gene:plasmid:21818,plasmid,32,PreFMT & PostFMT Only
GADX,gene:plasmid:24694,plasmid,32,PreFMT & PostFMT Only
KDPE,gene:proph:183637,prophage,32,PreFMT & PostFMT Only
MARR,ICEberg|74|ICEEcIHE3034-1|G...,ICE,32,PreFMT & PostFMT Only
MARR,gene:plasmid:155982,plasmid,32,PreFMT & PostFMT Only
MARR,gene:plasmid:156169,plasmid,32,PreFMT & PostFMT Only
MARR,gene:proph:183581,prophage,32,PreFMT & PostFMT Only
MDTA,gene:proph:181243,prophage,32,PreFMT & PostFMT Only
